DATAFLOW,LAST UPDATE,freq,unit,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1997-Q2,64.132,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1997-Q3,63.589,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1997-Q4,63.318,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1998-Q1,63.430,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1998-Q2,63.705,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1998-Q3,63.707,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1998-Q4,63.726,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1999-Q1,63.718,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1999-Q2,63.998,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1999-Q3,64.638,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1999-Q4,65.444,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2000-Q1,66.444,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2000-Q2,67.065,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2000-Q3,68.027,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2000-Q4,68.110,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2001-Q1,69.021,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2001-Q2,69.121,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2001-Q3,69.494,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2001-Q4,69.895,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2002-Q1,70.089,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2002-Q2,70.506,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2002-Q3,70.874,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2002-Q4,71.300,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2003-Q1,71.667,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2003-Q2,72.186,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2003-Q3,72.919,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2003-Q4,73.539,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2004-Q1,74.532,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2004-Q2,75.220,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2004-Q3,76.315,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2004-Q4,77.639,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2005-Q1,78.775,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2005-Q2,80.093,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2005-Q3,81.451,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2005-Q4,83.423,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2006-Q1,84.456,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2006-Q2,86.477,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2006-Q3,87.490,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2006-Q4,88.926,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2007-Q1,89.824,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2007-Q2,90.680,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2007-Q3,91.513,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2007-Q4,93.347,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2008-Q1,94.404,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2008-Q2,94.605,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2008-Q3,94.845,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2008-Q4,93.693,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2009-Q1,89.524,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2009-Q2,88.923,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2009-Q3,89.387,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2009-Q4,89.681,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2010-Q1,90.496,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2010-Q2,91.812,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2010-Q3,92.908,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2010-Q4,93.594,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2011-Q1,93.232,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2011-Q2,93.931,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2011-Q3,94.028,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2011-Q4,94.125,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2012-Q1,93.853,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2012-Q2,93.145,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2012-Q3,92.701,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2012-Q4,92.800,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2013-Q1,92.763,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2013-Q2,93.016,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2013-Q3,93.063,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2013-Q4,93.651,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2014-Q1,94.623,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2014-Q2,95.360,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2014-Q3,96.054,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2014-Q4,97.012,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2015-Q1,98.544,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2015-Q2,99.520,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2015-Q3,100.731,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2015-Q4,101.205,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2016-Q1,101.578,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2016-Q2,101.682,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2016-Q3,102.707,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2016-Q4,103.836,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2017-Q1,105.404,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2017-Q2,108.034,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2017-Q3,108.981,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2017-Q4,109.509,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2018-Q1,110.089,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2018-Q2,110.540,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2018-Q3,111.490,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2018-Q4,112.578,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2019-Q1,113.871,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2019-Q2,114.713,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2019-Q3,115.529,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2019-Q4,116.304,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2020-Q1,112.487,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2020-Q2,102.420,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2020-Q3,110.596,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2020-Q4,111.572,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2021-Q1,111.231,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2021-Q2,112.677,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2021-Q3,114.627,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2021-Q4,115.435,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2022-Q1,116.055,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2022-Q2,116.842,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2022-Q3,116.966,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2022-Q4,117.303,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2023-Q1,117.839,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2023-Q2,117.615,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2023-Q3,117.346,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2023-Q4,117.619,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2024-Q1,117.194,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2024-Q2,117.616,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2024-Q3,118.583,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2024-Q4,119.281,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2025-Q1,120.253,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2025-Q2,120.870,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2025-Q3,121.961,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,2025-Q4,122.528,,
